customer_id,age,income,tenure_months,current_plan,monthly_spend,data_usage_gb,call_minutes,sms_count,has_streaming,has_international,has_device_insurance,previous_upsell_response,channel_preference,responded
CUST_000863,60,40472,7,Basic,34.01,4.91,293,81,0,0,0,0,Email,0
CUST_000864,63,25000,22,Standard,67.2,11.33,390,82,1,0,0,0,SMS,0
CUST_000865,34,60604,24,Basic,22.2,7.66,116,73,1,0,0,1,App notification,0
CUST_000866,37,86886,36,Premium,111.91,13.32,168,84,0,0,1,0,SMS,0
CUST_000867,45,55552,120,Basic,54.09,9.88,348,76,1,0,0,0,Email,0
CUST_000868,46,33477,1,Standard,68.83,7.4,101,74,0,1,0,0,SMS,0
CUST_000869,49,50013,2,Premium,114.99,11.7,261,97,0,0,0,0,SMS,0
CUST_000870,66,26509,2,Premium,104.87,6.29,249,71,0,0,1,0,Email,0
CUST_000871,39,78911,40,Standard,54.45,5.28,52,92,0,0,1,0,Email,1
CUST_000872,32,50859,4,Standard,70.02,5.89,182,74,0,0,0,0,Email,0
CUST_000873,25,25000,29,Basic,51.8,4.55,298,95,0,0,1,0,SMS,0
CUST_000874,33,42817,11,Standard,56.76,4.12,215,82,1,0,0,0,Email,0
CUST_000875,41,60384,18,Basic,40.35,11.98,184,87,0,0,1,0,Email,0
CUST_000876,63,42198,7,Standard,67.53,8.24,269,71,0,0,0,0,Email,0
CUST_000877,35,43297,60,Basic,73.51,11.2,443,69,1,0,0,0,Email,0
CUST_000878,44,28254,26,Standard,72.23,11.77,338,95,1,0,1,0,App notification,0
CUST_000879,41,63255,86,Standard,50.94,15.08,155,87,1,0,0,0,SMS,1
CUST_000880,56,36614,25,Standard,48.47,11.29,102,83,0,0,0,0,App notification,0
CUST_000881,72,25000,3,Standard,77.3,4.72,334,82,1,0,1,0,Direct mail,0
CUST_000882,35,41478,5,Premium,134.85,12.74,121,80,0,0,1,0,Email,1
CUST_000883,36,76230,120,Basic,42.19,11.68,178,84,1,1,1,0,App notification,1
CUST_000884,54,41187,38,Standard,66.59,35.88,276,85,0,0,0,0,Email,0
CUST_000885,50,107161,1,Basic,49.31,11.72,487,84,1,0,0,0,SMS,0
CUST_000886,64,59458,36,Basic,37.02,12.04,529,82,1,0,0,0,Email,0
CUST_000887,49,57093,15,Standard,44.56,9.2,254,76,0,0,0,0,App notification,0
CUST_000888,37,46268,11,Basic,55.37,9.5,180,89,1,0,0,1,Email,0
CUST_000889,49,47537,5,Basic,38.87,9.19,119,81,0,0,0,0,SMS,0
CUST_000890,55,43541,54,Premium,120.5,7.19,792,81,0,0,0,0,Email,0
CUST_000891,51,42786,1,Standard,62.39,10.08,206,85,1,0,0,0,App notification,0
CUST_000892,48,62248,10,Basic,46.22,13.91,367,86,0,0,1,1,Email,0
CUST_000893,54,32172,10,Basic,53.55,6.8,275,85,1,1,1,0,Direct mail,0
CUST_000894,56,30207,5,Basic,55.7,14.47,182,91,0,1,0,1,Email,0
CUST_000895,58,29571,21,Standard,72.33,13.37,177,69,0,0,0,0,SMS,0
CUST_000896,49,123074,1,Standard,71.83,8.91,107,87,1,0,0,0,App notification,0
CUST_000897,39,62233,10,Standard,76.2,6.25,480,72,0,0,0,1,Email,0
CUST_000898,43,56219,81,Basic,49.64,12.36,228,93,0,0,1,0,Email,0
CUST_000899,56,30458,11,Standard,57.09,6.12,577,80,1,0,0,0,SMS,0
CUST_000900,32,64893,13,Standard,57.28,6.15,187,74,1,0,1,0,App notification,0
CUST_000901,46,46515,19,Standard,48.91,26.44,205,78,1,0,0,1,App notification,0
CUST_000902,37,53980,24,Premium,117.67,5.92,124,75,0,0,0,0,Direct mail,0
CUST_000903,42,31587,49,Basic,41.04,3.81,203,60,1,0,1,0,Email,0
CUST_000904,57,52686,6,Basic,53.2,6.38,116,86,1,1,0,0,Email,0
CUST_000905,44,40508,61,Premium,114.04,10.31,312,63,1,0,0,0,App notification,0
CUST_000906,42,34734,42,Basic,34.98,9.17,261,67,0,0,0,0,Email,0
CUST_000907,25,68210,38,Basic,43.8,30.42,593,90,1,0,1,0,SMS,0
CUST_000908,50,25000,2,Standard,65.45,5.32,102,63,0,0,0,0,App notification,0
CUST_000909,49,63205,1,Standard,63.91,11.25,508,75,0,0,0,0,App notification,0
CUST_000910,67,66703,27,Premium,119.15,18.95,136,72,0,1,1,0,Direct mail,0
CUST_000911,38,32996,59,Basic,70.11,5.98,301,83,1,0,0,0,App notification,0
CUST_000912,44,33889,26,Standard,81.16,13.45,123,74,0,1,0,0,SMS,0
CUST_000913,44,44339,7,Basic,44.73,3.82,276,92,0,0,1,0,Email,0
CUST_000914,60,55654,2,Standard,82.6,27.53,54,69,0,1,1,0,Email,0
CUST_000915,40,45762,36,Basic,62.13,16.66,164,78,0,0,1,1,Email,0
CUST_000916,45,59581,38,Standard,56.08,6.97,261,81,0,0,1,0,App notification,0
CUST_000917,49,108373,5,Basic,57.25,17.54,702,85,1,1,1,0,App notification,0
CUST_000918,44,39008,1,Basic,52.7,20.09,68,74,1,0,0,1,Email,0
CUST_000919,36,25000,15,Standard,81.88,4.0,244,75,0,0,0,0,App notification,0
CUST_000920,44,71087,26,Premium,118.13,7.7,179,65,0,1,0,0,Direct mail,0
CUST_000921,54,104557,36,Premium,107.72,23.14,78,80,1,1,1,0,Email,0
CUST_000922,29,58497,49,Premium,130.33,10.09,125,90,1,0,1,0,SMS,0
CUST_000923,43,30046,28,Standard,73.4,11.23,184,86,1,1,0,0,SMS,0
CUST_000924,33,46362,3,Basic,40.66,9.62,324,58,0,0,1,0,Email,0
CUST_000925,56,29633,34,Basic,50.06,14.98,258,90,1,0,0,1,App notification,0
CUST_000926,23,65465,120,Standard,79.72,13.2,111,76,1,0,0,0,Direct mail,0
CUST_000927,35,26686,70,Basic,45.95,9.03,81,83,0,1,1,0,SMS,0
CUST_000928,46,42827,61,Basic,48.93,3.41,314,77,1,1,0,0,Email,0
CUST_000929,60,31196,10,Basic,45.88,12.81,218,79,0,0,1,0,Email,0
CUST_000930,41,51899,41,Standard,63.4,14.39,643,86,1,0,1,0,App notification,0
CUST_000931,35,41570,57,Basic,36.78,4.77,198,67,1,0,1,0,App notification,0
CUST_000932,64,53079,34,Basic,30.97,5.38,486,83,0,1,0,1,SMS,0
CUST_000933,24,49516,8,Standard,85.18,12.6,339,85,1,0,1,0,App notification,0
CUST_000934,18,31445,92,Standard,67.77,9.72,401,78,1,0,1,0,SMS,0
CUST_000935,47,64996,17,Standard,35.72,4.45,317,95,1,0,1,0,Email,0
CUST_000936,35,47956,4,Standard,73.97,6.07,321,88,1,0,0,0,Email,0
CUST_000937,29,31418,3,Basic,48.76,10.46,62,85,0,0,0,0,SMS,0
CUST_000938,50,134378,31,Standard,51.33,17.24,212,75,0,0,1,0,App notification,1
CUST_000939,44,60742,17,Basic,36.68,7.34,164,77,0,0,1,0,Direct mail,0
CUST_000940,35,45753,2,Standard,61.24,8.49,524,83,0,0,1,0,Email,0
CUST_000941,26,92673,40,Standard,62.58,7.7,134,79,0,0,0,0,Direct mail,0
CUST_000942,52,112287,48,Premium,122.13,23.16,207,103,0,0,0,0,Email,0
CUST_000943,49,45917,38,Standard,68.51,10.19,396,82,0,0,1,0,App notification,0
CUST_000944,40,57315,6,Basic,40.73,6.92,293,78,0,0,0,0,SMS,0
CUST_000945,64,31426,35,Standard,81.22,4.55,271,82,0,0,0,0,App notification,0
CUST_000946,29,45879,1,Standard,74.95,4.88,476,84,0,0,0,0,SMS,0
CUST_000947,23,44820,10,Standard,52.59,28.05,286,77,0,0,0,0,SMS,0
CUST_000948,33,53272,15,Basic,38.83,8.67,176,81,1,0,1,0,Email,0
CUST_000949,41,56939,54,Standard,73.22,7.86,112,81,1,0,0,0,Email,0
CUST_000950,44,63065,14,Basic,35.66,8.89,328,79,0,0,0,0,Email,0
CUST_000951,39,54553,1,Standard,90.3,6.94,154,89,1,0,1,0,App notification,0
CUST_000952,46,28429,13,Standard,71.13,7.99,212,63,1,1,0,0,App notification,0
CUST_000953,26,32134,20,Basic,37.47,8.86,467,87,0,0,1,0,SMS,0
CUST_000954,59,38334,89,Premium,98.77,9.0,214,72,1,0,1,0,SMS,0
CUST_000955,41,43173,84,Standard,79.28,4.78,187,76,1,0,0,0,SMS,0
CUST_000956,55,78656,5,Basic,38.52,16.95,207,71,0,1,1,0,Email,0
CUST_000957,46,29047,6,Basic,48.8,6.18,210,103,0,1,0,1,Email,0
CUST_000958,47,41737,5,Standard,58.48,6.33,135,79,1,0,0,1,Direct mail,0
CUST_000959,48,75271,46,Standard,70.7,7.53,669,90,0,0,0,1,App notification,1
CUST_000960,47,42832,1,Premium,103.64,5.25,176,76,0,0,1,0,Email,0
CUST_000961,49,60306,4,Basic,41.85,11.32,392,80,1,0,1,1,Email,0
CUST_000962,57,46037,23,Basic,37.04,15.67,133,79,1,0,1,1,Email,0
CUST_000963,44,55025,8,Premium,120.26,6.66,340,81,0,0,0,1,SMS,0
CUST_000964,50,44231,2,Premium,105.09,3.8,271,89,1,0,0,0,Direct mail,0
CUST_000965,40,66183,13,Basic,43.57,6.25,248,91,1,0,0,1,SMS,0
CUST_000966,59,25000,9,Standard,69.05,6.4,272,88,0,0,0,0,Email,0
CUST_000967,33,41627,21,Basic,61.12,4.79,314,81,0,1,1,0,App notification,0
CUST_000968,63,56019,116,Standard,78.9,7.1,214,108,1,0,0,0,SMS,0
CUST_000969,41,62327,3,Premium,117.91,7.52,220,74,0,0,0,0,Direct mail,0
CUST_000970,24,95973,13,Basic,29.22,11.15,346,91,0,0,0,1,SMS,0
CUST_000971,43,41111,80,Basic,38.44,4.31,123,79,0,0,0,1,Direct mail,1
CUST_000972,33,95393,62,Basic,56.89,14.91,112,64,1,0,0,0,Direct mail,1
CUST_000973,52,36440,15,Basic,33.29,25.09,272,87,0,0,0,0,Email,0
CUST_000974,34,89133,36,Basic,45.84,23.66,73,62,0,1,0,0,App notification,0
CUST_000975,36,70817,2,Premium,99.35,7.74,89,62,1,1,1,0,Email,0
CUST_000976,19,32498,37,Basic,35.35,13.1,723,70,0,0,0,1,Email,0
CUST_000977,36,56284,108,Standard,86.81,13.11,620,71,0,1,1,0,Email,1
CUST_000978,18,47903,23,Standard,77.19,9.08,174,67,0,0,0,1,Direct mail,0
CUST_000979,22,64959,20,Standard,79.83,10.96,446,78,0,0,0,1,SMS,0
CUST_000980,51,44334,6,Standard,77.84,13.69,455,79,0,0,0,0,Email,0
CUST_000981,51,42690,30,Basic,43.61,15.42,325,78,0,0,0,0,Email,0
CUST_000982,47,90770,26,Standard,63.08,7.82,233,81,1,0,0,0,Email,0
CUST_000983,30,46890,31,Basic,40.98,14.35,356,85,0,0,0,0,Email,0
CUST_000984,41,71103,1,Standard,68.08,26.57,395,83,1,0,0,0,Email,0
CUST_000985,41,44293,23,Basic,62.76,15.47,360,65,1,1,0,0,Email,0
CUST_000986,28,103776,27,Standard,56.64,25.81,97,79,1,0,1,0,Email,1
CUST_000987,60,36125,6,Standard,64.46,2.66,829,80,0,1,1,1,Email,0
CUST_000988,52,37184,7,Standard,60.87,12.7,1035,78,0,0,0,0,SMS,0
CUST_000989,39,97346,9,Basic,55.57,12.78,78,108,1,0,1,0,SMS,0
CUST_000990,42,40125,37,Basic,63.54,16.77,332,81,0,0,0,0,Email,1
CUST_000991,44,100758,27,Premium,113.09,7.39,835,75,1,0,0,1,Email,0
CUST_000992,18,73227,56,Basic,48.91,8.11,446,81,0,0,1,0,App notification,1
CUST_000993,39,45725,10,Basic,45.91,15.71,449,88,0,0,0,0,App notification,0
CUST_000994,33,25000,72,Standard,74.37,4.52,103,72,1,0,1,0,App notification,0
CUST_000995,29,48596,40,Premium,117.73,10.7,393,79,1,0,0,1,Direct mail,0
CUST_000996,38,51314,15,Standard,74.26,9.35,282,68,1,1,0,0,Email,0
CUST_000997,63,82888,3,Standard,74.99,9.76,391,74,0,0,1,0,Email,0
CUST_000998,49,100187,8,Standard,77.75,15.04,131,79,1,0,0,0,SMS,0
CUST_000999,35,36017,94,Basic,27.22,4.82,129,68,0,0,0,0,Email,0
CUST_001000,48,70300,11,Standard,70.02,7.09,225,81,1,0,0,1,Email,0
CUST_001001,58,69177,12,Premium,113.05,9.47,195,80,0,0,0,1,SMS,0
CUST_001002,53,79462,6,Premium,114.16,6.37,223,79,1,0,0,0,SMS,0
CUST_001003,42,61353,49,Basic,43.29,19.94,184,79,1,0,0,0,App notification,0
CUST_001004,34,25000,9,Standard,71.61,5.22,217,91,0,0,0,0,Email,0
CUST_001005,50,45709,12,Standard,62.8,14.64,164,79,0,0,0,0,App notification,0
CUST_001006,46,29141,16,Basic,27.25,5.17,238,78,1,0,1,0,SMS,0
CUST_001007,52,44749,17,Standard,79.83,13.89,104,85,1,0,0,0,SMS,0
CUST_001008,49,76191,15,Basic,33.66,5.44,333,76,0,0,0,0,App notification,0
CUST_001009,54,56236,21,Standard,68.4,22.06,286,69,1,0,0,1,Email,1
CUST_001010,35,82177,50,Basic,37.51,19.64,115,82,1,0,0,1,SMS,0
CUST_001011,57,57170,51,Standard,85.87,7.31,542,91,0,0,1,0,SMS,0
CUST_001012,44,27330,48,Standard,69.2,5.24,149,55,1,0,0,1,Email,0
CUST_001013,66,25000,3,Standard,66.9,11.18,499,93,0,0,1,0,Direct mail,0
CUST_001014,33,52415,48,Standard,77.48,4.64,298,72,0,0,1,1,App notification,0
CUST_001015,62,44521,3,Basic,66.56,9.35,446,66,0,0,1,0,App notification,0
CUST_001016,44,31583,3,Standard,74.06,5.46,272,85,1,1,0,0,App notification,0
CUST_001017,34,25000,88,Premium,106.23,7.18,344,79,0,0,0,0,Email,0
CUST_001018,36,35219,51,Basic,51.97,6.12,443,95,0,0,0,1,Email,1
CUST_001019,38,44912,24,Standard,54.27,6.02,768,82,1,0,0,0,App notification,0
CUST_001020,47,66147,62,Standard,70.46,27.02,466,73,0,0,0,0,Direct mail,0
CUST_001021,48,53363,120,Standard,89.94,14.9,320,85,0,0,1,0,App notification,1
CUST_001022,35,101076,28,Standard,71.58,6.67,109,78,0,1,0,0,Email,0
CUST_001023,41,30760,28,Standard,71.08,5.23,57,85,0,0,1,0,Direct mail,0
CUST_001024,67,72873,42,Basic,45.21,16.38,226,80,1,0,0,0,SMS,0
CUST_001025,62,50075,7,Standard,66.05,16.56,159,82,1,0,0,0,App notification,0
CUST_001026,47,67010,5,Standard,73.14,5.48,163,98,1,0,0,0,SMS,0
CUST_001027,42,40278,42,Basic,52.75,13.66,233,85,1,1,0,1,App notification,0
CUST_001028,43,79400,12,Standard,66.68,12.07,364,73,0,0,0,0,Direct mail,0
CUST_001029,49,55985,4,Standard,45.09,4.14,169,91,0,0,0,0,SMS,0
CUST_001030,29,36107,11,Standard,74.66,7.02,419,77,0,1,0,1,SMS,0
CUST_001031,38,48756,13,Basic,66.33,8.67,250,77,0,1,0,1,Direct mail,0
CUST_001032,21,44011,100,Premium,106.24,9.4,250,59,1,0,0,0,Direct mail,0
CUST_001033,46,61091,35,Standard,55.29,5.38,754,82,1,0,0,0,App notification,0
CUST_001034,49,28827,22,Standard,76.77,5.48,272,81,0,0,0,0,SMS,0
CUST_001035,36,48377,104,Basic,62.44,6.71,237,78,0,0,0,1,Direct mail,0
CUST_001036,60,58564,70,Standard,75.29,7.42,335,89,1,0,1,0,Email,1
CUST_001037,27,49754,21,Premium,127.25,7.13,719,99,1,0,0,1,Email,0
CUST_001038,24,89870,70,Standard,77.94,10.33,238,79,1,0,1,1,Email,0
CUST_001039,44,69446,15,Standard,77.07,11.96,319,79,0,0,1,0,SMS,0
CUST_001040,54,48856,7,Standard,64.82,27.54,229,78,1,0,0,0,App notification,0
CUST_001041,62,54041,7,Standard,72.85,15.76,230,69,1,0,1,1,SMS,0
CUST_001042,36,55996,32,Basic,44.71,20.81,182,90,1,0,0,1,Direct mail,0
CUST_001043,54,58775,20,Standard,69.36,7.63,175,85,1,0,0,0,Email,0
CUST_001044,41,25000,32,Standard,67.46,4.66,677,81,0,0,0,0,App notification,0
CUST_001045,39,42800,34,Basic,47.26,14.66,176,75,1,1,0,0,App notification,0
CUST_001046,52,25134,1,Standard,57.04,8.31,97,88,0,0,0,0,Email,0
CUST_001047,49,87136,1,Premium,118.12,15.81,264,58,0,0,0,0,SMS,0
CUST_001048,23,47696,22,Standard,61.22,5.89,451,84,1,0,1,0,App notification,0
CUST_001049,59,44936,6,Basic,42.5,13.43,516,66,0,0,0,0,Direct mail,0
CUST_001050,58,73391,30,Premium,113.31,9.47,120,92,0,1,1,0,App notification,0
CUST_001051,34,59281,24,Basic,35.73,7.72,477,85,0,0,1,0,Direct mail,0
CUST_001052,46,29499,26,Basic,25.34,6.9,842,70,1,0,0,0,App notification,0
CUST_001053,47,47481,10,Basic,41.17,12.31,162,94,1,0,0,0,SMS,0
CUST_001054,45,42157,30,Basic,30.69,14.39,220,72,0,0,0,0,App notification,0
CUST_001055,35,25000,53,Basic,52.12,6.72,117,79,0,0,0,0,App notification,0
CUST_001056,33,35931,120,Standard,58.46,10.84,744,80,1,0,1,1,SMS,1
CUST_001057,41,45134,54,Standard,84.85,11.19,100,84,1,0,0,0,Email,0
CUST_001058,56,46549,24,Standard,69.94,14.25,193,99,1,1,0,0,App notification,0
CUST_001059,48,25159,6,Standard,70.59,15.75,392,79,0,0,0,0,App notification,0
CUST_001060,37,82310,34,Standard,50.19,29.55,162,95,1,0,0,1,Direct mail,1
CUST_001061,51,46819,83,Basic,46.45,7.21,135,77,0,0,0,0,SMS,0
CUST_001062,18,49856,7,Standard,69.2,22.53,237,90,1,0,0,0,App notification,0
CUST_001063,55,58705,8,Standard,57.01,10.37,1027,83,0,1,0,0,App notification,0
CUST_001064,21,34384,4,Premium,110.87,4.81,210,93,1,0,0,1,App notification,0
CUST_001065,37,60195,40,Basic,41.02,7.09,216,114,1,0,0,1,SMS,1
CUST_001066,28,41556,15,Basic,42.83,11.9,125,73,1,0,1,0,App notification,0
CUST_001067,26,32746,1,Standard,70.26,13.57,308,73,1,0,0,0,Direct mail,0
CUST_001068,55,63452,62,Standard,65.29,6.17,416,89,1,1,0,0,App notification,0
CUST_001069,36,95918,24,Basic,47.46,8.17,170,90,0,0,0,1,App notification,1
CUST_001070,46,67925,12,Standard,69.13,7.8,337,81,0,0,1,0,Email,0
CUST_001071,41,74260,12,Basic,49.73,7.01,171,91,0,1,0,1,App notification,0
CUST_001072,47,38782,10,Premium,104.71,3.53,79,78,1,1,0,0,Email,0
CUST_001073,42,25000,18,Basic,34.35,2.56,322,93,0,0,1,0,App notification,0
CUST_001074,26,95852,12,Basic,37.91,9.49,849,92,1,0,0,0,Email,0
CUST_001075,53,123566,23,Basic,59.43,13.76,119,90,0,0,0,0,Email,0
CUST_001076,36,98151,44,Standard,79.56,15.62,272,69,1,0,0,1,Email,0
CUST_001077,23,42146,33,Basic,57.13,4.53,537,74,1,0,0,1,SMS,0
CUST_001078,36,29155,10,Standard,82.83,4.05,230,85,1,0,0,1,Email,0
CUST_001079,60,30346,22,Premium,105.34,6.32,104,85,0,0,0,0,Email,0
CUST_001080,52,25000,55,Basic,47.96,8.41,251,77,0,0,0,0,SMS,0
CUST_001081,37,46708,2,Standard,70.76,16.84,598,69,1,0,0,0,SMS,0
CUST_001082,37,100967,2,Basic,51.6,16.25,181,78,1,0,0,0,Email,0
CUST_001083,38,45993,24,Standard,67.11,7.55,281,66,1,0,0,0,Email,0
CUST_001084,66,56164,30,Basic,45.93,11.75,130,66,0,0,0,0,SMS,0
CUST_001085,46,91036,7,Basic,45.72,7.74,231,82,0,0,0,0,Direct mail,0
CUST_001086,47,40870,41,Standard,75.32,9.42,309,97,0,0,0,0,SMS,0
CUST_001087,54,122515,31,Basic,51.56,11.97,264,79,0,0,1,1,SMS,0
CUST_001088,44,120143,77,Premium,110.94,24.55,189,93,0,0,0,1,SMS,1
CUST_001089,38,46212,5,Standard,71.24,12.29,319,72,1,0,0,0,Email,0
CUST_001090,39,37801,41,Standard,72.26,5.82,366,76,0,0,0,0,App notification,0
CUST_001091,41,67087,2,Premium,126.47,7.02,380,87,1,0,1,0,Email,0
CUST_001092,41,41924,24,Premium,92.7,7.53,205,75,1,0,0,0,Email,0
CUST_001093,50,29130,24,Standard,60.3,3.64,169,86,0,0,0,0,Email,0
CUST_001094,42,87252,14,Standard,76.74,9.78,795,85,0,1,0,0,App notification,0
CUST_001095,50,84744,55,Basic,47.7,10.07,266,82,0,0,0,0,SMS,0
CUST_001096,41,52574,1,Standard,72.63,12.35,210,66,0,0,1,1,App notification,0
CUST_001097,42,27769,22,Standard,76.67,12.45,101,98,0,0,0,0,Email,0
CUST_001098,18,28189,7,Premium,112.14,9.05,140,89,0,0,0,0,App notification,0
CUST_001099,52,51444,40,Basic,39.41,4.42,166,89,0,1,0,1,Email,0
CUST_001100,46,39146,1,Basic,51.29,4.71,319,75,0,0,0,0,Email,0
CUST_001101,53,42045,53,Basic,45.21,6.52,198,90,1,1,0,1,App notification,0
CUST_001102,18,77643,54,Premium,105.52,14.77,247,92,0,1,1,0,Email,0
CUST_001103,67,68181,53,Basic,51.9,14.12,104,81,0,0,0,0,SMS,0
CUST_001104,40,91141,4,Standard,76.51,9.85,568,86,0,0,0,0,SMS,0
CUST_001105,55,31389,29,Standard,72.15,39.8,157,76,0,0,0,0,App notification,0
CUST_001106,29,42005,1,Basic,62.17,23.73,282,89,0,0,0,0,App notification,1
CUST_001107,49,68977,56,Standard,83.27,20.36,178,86,0,0,0,0,Direct mail,0
CUST_001108,29,59972,38,Standard,80.02,14.47,202,69,1,0,0,0,App notification,0
CUST_001109,34,97691,22,Basic,70.66,14.09,152,80,0,0,0,0,SMS,0
CUST_001110,64,59233,39,Standard,68.54,12.05,292,98,0,0,1,0,Email,0
CUST_001111,39,112605,2,Premium,105.35,6.59,136,89,1,0,0,0,SMS,0
CUST_001112,44,62505,22,Premium,118.6,6.04,295,68,0,0,0,0,Email,0
CUST_001113,52,79061,10,Standard,67.47,9.49,228,85,0,0,0,0,Email,0
CUST_001114,47,42379,107,Standard,70.12,9.78,357,80,1,0,1,1,Email,1
CUST_001115,43,49336,58,Basic,35.14,8.75,379,85,0,0,0,1,SMS,0
CUST_001116,46,73859,39,Premium,116.07,11.89,202,79,1,0,0,0,SMS,0
CUST_001117,70,101299,81,Basic,30.29,5.75,305,65,1,0,0,0,App notification,0
CUST_001118,41,68060,12,Standard,69.04,13.25,187,80,0,0,1,0,Direct mail,0
CUST_001119,44,47219,69,Basic,44.85,9.61,539,82,0,0,0,0,Direct mail,0
CUST_001120,54,91107,11,Basic,40.64,10.12,197,80,0,0,1,0,Email,0
CUST_001121,55,25000,39,Basic,27.43,15.14,217,80,0,0,1,1,App notification,0
CUST_001122,56,25848,40,Standard,52.35,4.59,185,72,1,0,0,0,SMS,0
CUST_001123,49,66618,1,Standard,62.54,8.92,158,66,0,0,0,0,App notification,1
CUST_001124,28,49333,13,Standard,75.39,10.99,829,90,1,0,0,0,App notification,0
CUST_001125,61,64375,1,Basic,47.89,6.64,328,79,1,1,1,1,Email,0
CUST_001126,28,50462,120,Premium,109.84,3.84,255,69,1,0,1,0,Email,0
CUST_001127,45,63381,3,Basic,36.15,5.83,184,81,1,0,0,0,Email,0
CUST_001128,32,33979,23,Basic,48.41,8.42,477,67,1,0,0,0,Email,0
CUST_001129,41,63368,46,Standard,52.01,8.74,176,73,0,0,1,0,Email,1
CUST_001130,45,76686,6,Premium,86.03,10.36,263,78,1,1,0,0,Email,0
CUST_001131,45,84901,19,Basic,42.57,8.05,918,80,0,0,0,0,App notification,1
CUST_001132,47,121309,28,Standard,64.54,7.8,138,92,0,0,0,0,App notification,0
CUST_001133,61,54712,5,Standard,80.13,10.32,338,91,0,1,0,0,Email,0
CUST_001134,47,55451,45,Premium,111.58,8.79,291,93,1,0,0,0,Email,0
CUST_001135,39,25000,10,Basic,61.51,12.55,336,78,1,0,0,0,SMS,0
CUST_001136,53,38594,7,Standard,64.52,5.92,206,85,0,0,1,0,App notification,0
CUST_001137,56,44941,24,Basic,49.87,3.59,172,78,0,1,0,0,App notification,0
CUST_001138,27,78640,15,Basic,42.48,4.34,280,76,0,0,0,0,SMS,0
CUST_001139,49,37236,75,Basic,58.82,7.07,186,78,0,1,0,0,SMS,0
CUST_001140,50,70147,63,Premium,107.96,10.89,60,88,0,1,1,0,App notification,0
CUST_001141,38,48985,19,Basic,53.54,8.24,149,96,0,0,0,0,Email,0
CUST_001142,58,45264,13,Premium,99.22,6.79,202,84,0,0,0,0,Email,0
CUST_001143,40,54830,11,Basic,40.85,4.62,128,84,1,0,0,1,SMS,0
CUST_001144,43,41108,9,Premium,109.16,3.61,268,76,1,0,0,1,Direct mail,0
CUST_001145,39,40414,23,Standard,82.63,11.17,155,88,0,0,0,0,SMS,1
CUST_001146,42,25000,49,Basic,23.03,7.3,238,93,1,0,0,0,Email,0
CUST_001147,28,43845,11,Standard,66.67,7.48,898,86,0,0,1,0,App notification,0
CUST_001148,24,39498,6,Basic,41.34,4.09,511,76,1,0,0,0,Direct mail,0
CUST_001149,61,38863,19,Standard,49.23,5.31,349,100,0,1,0,0,App notification,0
CUST_001150,31,59135,2,Standard,65.36,9.99,725,59,1,0,0,0,SMS,0
CUST_001151,30,65932,36,Standard,54.59,11.66,234,68,1,0,0,1,Direct mail,1
CUST_001152,18,54420,21,Standard,46.69,8.76,236,91,1,0,0,0,SMS,0
CUST_001153,34,76721,20,Standard,67.38,22.47,130,78,1,1,1,1,Email,1
CUST_001154,26,63513,10,Basic,42.04,7.48,527,75,0,0,0,1,Direct mail,0
CUST_001155,61,42925,70,Premium,107.55,19.91,792,72,0,0,0,0,App notification,0
CUST_001156,54,39803,2,Premium,112.53,10.19,422,78,1,0,1,0,Email,0
CUST_001157,33,56430,61,Basic,36.21,10.23,575,77,1,0,0,0,Email,0
CUST_001158,69,63461,14,Basic,62.91,16.73,50,84,0,0,0,0,App notification,0
CUST_001159,53,91952,63,Standard,69.67,8.45,996,89,0,0,0,0,App notification,1
CUST_001160,38,83786,39,Standard,82.86,9.22,230,88,1,0,0,0,Direct mail,0
CUST_001161,18,38420,3,Basic,28.2,4.67,1006,76,1,0,0,0,Email,0
CUST_001162,69,46821,53,Basic,36.65,16.09,692,67,0,0,1,0,App notification,0
CUST_001163,25,66300,34,Standard,76.86,12.0,389,102,0,0,0,0,Email,0
CUST_001164,22,79268,1,Standard,67.73,19.1,199,79,0,0,0,0,App notification,1
CUST_001165,54,74797,4,Basic,34.27,11.52,269,89,1,0,0,0,Email,0
CUST_001166,71,47631,30,Premium,91.61,17.9,78,82,0,0,1,0,SMS,0
CUST_001167,58,27880,32,Standard,77.33,5.49,428,92,0,1,0,0,SMS,0
CUST_001168,48,31272,41,Standard,76.52,16.0,53,90,0,0,1,0,Direct mail,0
CUST_001169,49,55419,38,Standard,72.43,7.81,205,76,1,0,0,0,SMS,0
CUST_001170,52,57182,32,Basic,40.04,9.69,618,96,0,0,0,0,App notification,0
CUST_001171,51,29899,43,Standard,58.87,13.5,377,71,0,0,0,0,Direct mail,0
CUST_001172,45,50013,25,Basic,44.47,39.69,98,96,1,0,0,0,Email,0
CUST_001173,43,65124,9,Basic,31.85,15.72,109,61,1,0,1,0,Email,0
CUST_001174,41,29200,73,Basic,37.48,15.18,171,68,1,0,0,0,Email,0
CUST_001175,32,80599,1,Basic,57.61,8.27,256,78,0,1,0,1,Email,0
CUST_001176,38,41361,13,Standard,51.49,9.9,414,90,0,0,0,0,SMS,0
CUST_001177,21,86329,39,Standard,76.78,10.36,352,88,0,0,1,0,Email,0
CUST_001178,40,38559,16,Basic,59.94,21.34,130,78,0,0,0,0,Email,0
CUST_001179,30,30884,1,Basic,53.16,7.91,355,88,0,0,0,0,Email,0
